2016-12-07 01:02:33,18.50
2016-12-07 01:02:44,18.50
2016-12-07 01:02:56,18.50
2016-12-07 01:03:07,18.56
2016-12-07 01:03:19,18.50
2016-12-07 01:03:30,18.50
2016-12-07 01:03:41,18.56
2016-12-07 01:03:53,18.50
2016-12-07 01:04:04,18.50
2016-12-07 01:04:15,18.50
2016-12-07 01:04:27,18.50
2016-12-07 01:04:38,18.56
2016-12-07 01:04:50,18.50
2016-12-07 01:05:01,18.56
2016-12-07 01:05:12,18.56
2016-12-07 01:05:24,18.56
2016-12-07 01:05:35,18.56
2016-12-07 01:05:46,18.56
2016-12-07 01:05:58,18.56
2016-12-07 01:06:09,18.56
2016-12-07 01:06:21,18.56
2016-12-07 01:06:32,18.56
2016-12-07 01:06:43,18.56
2016-12-07 01:06:55,18.56
2016-12-07 01:07:06,18.56
2016-12-07 01:07:18,18.56
2016-12-07 01:07:29,18.56
2016-12-07 01:07:41,18.56
2016-12-07 01:08:06,18.56
2016-12-07 01:08:18,18.62
2016-12-07 01:08:30,18.62
2016-12-07 01:08:41,18.62
2016-12-07 01:08:53,18.62
2016-12-07 01:09:04,18.62
2016-12-07 01:09:16,18.62
2016-12-07 01:09:27,18.62
2016-12-07 01:09:38,18.69
2016-12-07 01:09:50,18.62
2016-12-07 01:10:01,18.62
2016-12-07 01:10:12,18.62
2016-12-07 01:10:24,18.69
2016-12-07 01:10:35,18.69
2016-12-07 01:10:46,18.62
2016-12-07 01:10:58,18.69
2016-12-07 01:11:09,18.75
2016-12-07 01:11:21,18.75
2016-12-07 01:11:32,18.75
2016-12-07 01:11:43,18.75
2016-12-07 01:11:55,18.75
2016-12-07 01:12:06,18.75
2016-12-07 01:12:17,18.75
2016-12-07 01:12:29,18.75
2016-12-07 01:12:40,18.75
2016-12-07 01:12:51,18.75
2016-12-07 01:13:03,18.75
2016-12-07 01:13:15,18.75
2016-12-07 01:13:26,18.75
2016-12-07 01:13:37,18.87
2016-12-07 01:13:49,19.12
2016-12-07 01:14:00,19.25
2016-12-07 01:14:11,19.31
2016-12-07 01:14:23,19.31
2016-12-07 01:14:34,19.56
2016-12-07 01:14:45,19.69
2016-12-07 01:14:57,19.62
2016-12-07 01:15:08,19.62
2016-12-07 01:15:19,19.56
2016-12-07 01:15:31,19.62
2016-12-07 01:15:42,19.94
2016-12-07 01:15:54,20.37
2016-12-07 01:16:05,20.50
2016-12-07 01:16:16,21.00
2016-12-07 01:16:28,21.06
2016-12-07 01:16:39,21.06
2016-12-07 01:16:50,21.06
2016-12-07 01:17:02,21.00
2016-12-07 01:17:14,21.00
2016-12-07 01:17:25,20.94
2016-12-07 01:17:36,20.94
2016-12-07 01:17:48,20.94
2016-12-07 01:18:00,20.94
2016-12-07 01:18:11,20.87
2016-12-07 01:18:23,20.87
2016-12-07 01:18:34,20.81
2016-12-07 01:18:45,20.81
2016-12-07 01:18:57,20.75
2016-12-07 01:19:08,20.75
2016-12-07 01:19:19,20.75
2016-12-07 01:19:31,20.69
2016-12-07 01:19:42,20.69
2016-12-07 01:19:53,20.69
2016-12-07 01:20:05,20.62
2016-12-07 01:20:16,20.62
2016-12-07 01:20:28,20.56
2016-12-07 01:20:39,20.56
2016-12-07 01:20:50,20.56
2016-12-07 01:21:02,20.56
2016-12-07 01:21:13,20.56
2016-12-07 01:21:24,20.50
2016-12-07 01:21:36,20.50
2016-12-07 01:21:47,20.44
2016-12-07 01:21:58,20.50
2016-12-07 01:22:10,20.44
2016-12-07 01:22:21,20.44
2016-12-07 01:22:33,20.44
2016-12-07 01:22:44,20.44
2016-12-07 01:22:55,20.37
2016-12-07 01:23:07,20.44
2016-12-07 01:23:18,20.37
2016-12-07 01:23:30,20.37
2016-12-07 01:23:41,20.37
2016-12-07 01:23:52,20.37
2016-12-07 01:24:04,20.37
2016-12-07 01:24:15,20.37
2016-12-07 01:24:26,20.37
2016-12-07 01:24:38,20.31
